0.01	-0.004726603176375634	-0.9800996675
0.02	-0.014428924059570357	-0.9603973466168053
0.03	-0.023935203574466445	-0.9408910671019092
0.04	-0.03324739236527035	-0.9215788783111053
0.05	-0.04236742166695437	-0.9024588490094213
0.06	-0.05129720349838176	-0.883529067177994
0.07	-0.060038630853510216	-0.8647876398228656
0.08	-0.06859357789069286	-0.8462326927856829
0.09	-0.07696390012009557	-0.8278623705562802
0.1	-0.08515143458924967	-0.8096748360871261
0.11	-0.09315800006675808	-0.7916682706096176
0.12	-0.10098539722417377	-0.773840873452202
0.13	-0.10863540881606838	-0.7561908618603074
0.14	-0.11610979985830923	-0.7387164708180666
0.15	-0.12341031780456227	-0.7214159528718135
0.16	-0.130538692721039	-0.7042875779553368
0.17	-0.13749663745950444	-0.6873296332168713
0.18	-0.14428584782856382	-0.670540422847812
0.19	-0.15090800276324484	-0.653918267913131
0.2	-0.15736476449289252	-0.6374615061834833
0.21	-0.1636577787073936	-0.6211684919689823
0.22	-0.16978867472174675	-0.6050375959546291
0.23	-0.17575906563899563	-0.5890672050373802
0.24	-0.1815705485115404	-0.5732557221648354
0.25	-0.1872247045008443	-0.5576015661755315
0.26	-0.1927230990355512	-0.5421031716408246
0.27	-0.1980672819680297	-0.526758988708346
0.28	-0.20325878772935962	-0.5115674829470161
0.29	-0.20829913548277648	-0.4965271351935993
0.3	-0.21318982927558902	-0.48163644140078676
0.31	-0.21793235818958523	-0.4668939124867906
0.32	-0.22252819648994174	-0.45229807418643403
0.33	-0.2269788037726516	-0.43784746690372417
0.34	-0.231285625110485	-0.4235406455658907
0.35	-0.23545009119749793	-0.4093761794788778
0.36	-0.2394736184921026	-0.3953526521842731
0.37	-0.24335760935871456	-0.38146866131766116
0.38	-0.24710345220799024	-0.3677228184683855
0.39	-0.25071252163566926	-0.35411374904070647
0.4	-0.25418617856003506	-0.34064009211634066
0.41	-0.25752577035800794	-0.32730050031836777
0.42	-0.26073263099988386	-0.31409363967649184
0.43	-0.2638080811827326	-0.3010181894936432
0.44	-0.26675342846246836	-0.28807284221390744
0.45	-0.26956996738460676	-0.27525630329176903
0.46	-0.27225897961372025	-0.26256729106265553
0.47	-0.2748217340616058	-0.25000453661476996
0.48	-0.27725948701417696	-0.23756678366219877
0.49	-0.2795734822570936	-0.22525278841928212
0.5	-0.28176495120014156	-0.2130613194762342
0.51	-0.28383511300037445	-0.2009911576760013
0.52	-0.28578517468403064	-0.18904109599234512
0.53	-0.2876163312672367	-0.17720993940913907
0.54	-0.28932976587551	-0.1654965048008657
0.55	-0.29092664986207256	-0.15389962081430317
0.56	-0.29240814292498685	-0.1424181277513889
0.57	-0.2937753932231269	-0.13105087745324884
0.58	-0.2950295374909951	-0.11979673318538063
0.59	-0.2961717011523965	-0.1086545695239792
0.6	-0.29720299843298226	-0.09762327224339343
0.61	-0.29812453247167303	-0.08670173820470264
0.62	-0.2989373954309738	-0.07588887524540187
0.63	-0.29964266860619104	-0.06518360207018462
0.64	-0.30024142253356323	-0.054584848142812434
0.65	-0.3007347170973152	-0.044091553579060444
0.66	-0.3011236016356476	-0.03370266904072801
0.67	-0.3014091150456716	-0.023417155630704036
0.68	-0.3015922858872992	-0.013233984789076406
0.69	-0.3016741324861005	-0.0031521381902751243
0.7	-0.3016556630351367	0.006829392358761089
0.71	-0.30153787569578056	0.016711605019404937
0.72	-0.30132175869753314	0.026495488021157525
